id	article_id	publish_dt	update_dt	title
272894	a60030c6-3e85-11e8-8214-a75641c9d0c0	2018-04-19		Behind the scenes with a star of the Birmingham Royal Ballet
272893	2f3e53da-3c6b-11e8-ad98-13b757d46d93	2018-04-19		Norfolk native swinging through town again with acoustic band SGGL
272892	e246b6d6-3e99-11e8-9873-23bf64962ae6	2018-04-19		Event chair picks Lynnhaven River views for Virginia Beach tours during Historic Garden Week
272891	7e54ac1a-3537-5b9d-b27c-2ef7476adf79	2018-04-19		New movies in Hampton Roads: Amy Schumer, Paula Patton and the Super Troopers
272890	d0a73218-427f-11e8-943a-a309fcdfb0c7	2018-04-19	2018-04-22	ECSU offers drone courses with a 4-year degree coming soon
272889	33db0a6e-4233-11e8-b26b-47f72b4b4937	2018-04-19	2018-04-20	A Chesapeake police officer is cycling 820 miles to honor his fallen comrades
272888	770e2f1a-43e5-11e8-8884-0769ce987572	2018-04-19	2018-04-19	"The raccoon is going to have to sleep it off": Firefighters help a pet high on marijuana
272887	16b446e8-43f1-11e8-9c5b-d37a9422ec04	2018-04-19	2018-04-20	That new NCAA kickoff rule opening to not-so-rave reviews, but it won't matter
272886	97293a07-09e0-5e81-9207-8bb99fe20dfb	2018-04-19	2018-04-26	Plastic makers' credit ratings may be hit by pollution rules
272885	0eb7ff46-47e2-57ac-bcb1-cf7c4641dd0f	2018-04-19	2018-04-19	"We pulled off everyday miracles": Inside the birth of the Weather Channel
272884	d9ae2b84-43f4-11e8-90da-9f82933c287a	2018-04-19	2018-04-19	Eastern Shore's Black Duck Salts among the flavorful new oysters to try
272883	a374283e-43fe-11e8-b08c-cb3ea3f128ad	2018-04-19	2018-04-19	VHSL expects site changes for Class 4 and Class 3 football and all state volleyball
272762	13178cf6-3f42-11e8-9294-5fe120094766	2018-04-19		5 pets that need a home
272761	08b9682c-3e9a-11e8-8bce-7f60c413ada4	2018-04-19		Virginia Beach family explores their Scottish roots by performing at Virginia International Tattoo
272760	1b6e0c95-04e4-534a-97fc-2dbaff6ae194	2018-04-19	2018-04-19	Choosing the right meal style for your reception
272759	dbe498ee-4231-11e8-af46-6f1fa93dac08	2018-04-19	2018-04-19	Thrifty Thursday: 3 pieces of Italian pottery for less than $10 - what a steal
272758	4a33e7aa-4237-11e8-bfdf-57881617e148	2018-04-19	2018-04-19	Kendrick Lamar deserves his Pulitzer. Rap is the most significant music of our time.
272757	ffc8cc2e-43be-11e8-824a-0fea7d0ca771	2018-04-19	2018-04-19	National Weather Service issues warning about wildfire
272756	be18e1f6-434b-11e8-95d8-eff405d13f58	2018-04-19		Carmen Elektracat and 4 other animals are looking for a place to call home
272755	d5e0ccd4-43c5-11e8-be0d-379607a3bbb3	2018-04-19	2018-04-19	She wore a dinosaur puppet during a military oath. It got her and a colonel removed from the job.
272754	2d2f615c-4345-11e8-b1a3-efebe4cc3e1f	2018-04-19	2018-04-19	9 people shot in 5 days in Portsmouth, but police see no apparent connection
272753	bc6df5c6-41ac-11e8-865a-af586a26695f	2018-04-19		Visit India in Norfolk this Saturday with festival at The Ted
272752	e0881a72-43c8-11e8-b125-532bf326720c	2018-04-19	2018-04-19	She shared drug-smuggling vacation on social media. Now "Cocaine Babe" is off to prison.
272751	c55563ca-43cf-11e8-8f3f-0f830fd41251	2018-04-19	2018-04-20	Virginia Beach Marine returns home, surprises his sons in tearful reunion after deployment
272750	189c2f28-425e-11e8-9457-97980f2baed6	2018-04-19	2018-04-19	"I Feel Pretty" is bold take on self-love, but premise takes it on superficially
272749	b4d6e2d2-3f4a-11e8-b22a-a77c2aade9e6	2018-04-19	2018-04-19	Got weekend plans? Here's a list of what's happening.
272748	151e2c58-3f4c-11e8-bb5f-9b1f7488f006	2018-04-19		Want tarot card readers, fire-spinners, cosplay and music? Try Norfolk's StarFire
272747	7aa83a6e-41bd-11e8-962a-577f178e4637	2018-04-19		Catch 2: Lacrae, Gokey lead music festival; James, Webster headline jazz show
272746	a60030c6-3e85-11e8-8214-a75641c9d0c0	2018-04-19		Behind the scenes with a star of the Birmingham Royal Ballet
272745	2f3e53da-3c6b-11e8-ad98-13b757d46d93	2018-04-19		Norfolk native swinging through town again with acoustic band SGGL
272744	e246b6d6-3e99-11e8-9873-23bf64962ae6	2018-04-19		Event chair picks Lynnhaven River views for Virginia Beach tours during Historic Garden Week
272743	7e54ac1a-3537-5b9d-b27c-2ef7476adf79	2018-04-19		New movies in Hampton Roads: Amy Schumer, Paula Patton and the Super Troopers
272742	33db0a6e-4233-11e8-b26b-47f72b4b4937	2018-04-19	2018-04-20	A Chesapeake police officer is cycling 820 miles to honor his fallen comrades
272741	d0a73218-427f-11e8-943a-a309fcdfb0c7	2018-04-19	2018-04-19	ECSU offers drone courses with a 4-year degree coming soon
272740	770e2f1a-43e5-11e8-8884-0769ce987572	2018-04-19	2018-04-19	"The raccoon is going to have to sleep it off": Firefighters help a pet high on marijuana
272739	16b446e8-43f1-11e8-9c5b-d37a9422ec04	2018-04-19	2018-04-20	That new NCAA kickoff rule opening to not-so-rave reviews, but it won't matter
272738	97293a07-09e0-5e81-9207-8bb99fe20dfb	2018-04-19	2018-04-19	Plastic makers' credit ratings may be hit by pollution rules
272737	0eb7ff46-47e2-57ac-bcb1-cf7c4641dd0f	2018-04-19	2018-04-19	"We pulled off everyday miracles": Inside the birth of the Weather Channel
272736	d9ae2b84-43f4-11e8-90da-9f82933c287a	2018-04-19	2018-04-19	Eastern Shore's Black Duck Salts among the flavorful new oysters to try
272735	a374283e-43fe-11e8-b08c-cb3ea3f128ad	2018-04-19	2018-04-19	VHSL expects site changes for Class 4 and Class 3 football and all state volleyball
272730	e5decfb4-1cc5-52f8-ac1e-332257d8b7a0	2018-04-17	2018-04-17	Is your startup ready for the Inside Business spotlight?
272709	fe997d65-9969-5b4a-8cf6-8846943c7488	2018-04-16	2018-04-30	Rankings | Top 10 baseball teams in South Hampton Roads
272707	fa8c30e6-b8e4-5009-b6c3-a15a3ccc3ec7	2018-04-16	2018-04-16	Rankings: Top 10 softball teams in South Hampton Roads
272684	f5a9e306-1fc9-53c2-bdc6-4a1ace3fe8c9	2018-04-16		Rankings | The top 10 boys soccer teams in South Hampton Roads
272681	976e7e54-ac9f-5a34-9bef-f3bac4f55f34	2018-04-16		Rankings | The top 10 girls soccer teams in South Hampton Roads
272526	d5f4eaf8-3e83-11e8-95c9-73ed6ee729ca	2018-04-12	2018-04-20	Calendar for week of April 23
272382	e465496e-3e62-11e8-86c6-a38033aeb858	2018-04-12	2018-04-19	Public Records for week of April 23
272366	098e42bc-368f-11e8-a40a-03507fc5b471	2018-04-09	2018-04-16	Softball leaders
272164	505128ac-32c2-11e8-a98e-930a1c7bf460	2018-04-05	2018-04-06	Business Notes for the week of April 9
272162	fa8c30e6-b8e4-5009-b6c3-a15a3ccc3ec7	2018-04-02	2018-04-03	Rankings: Top 10 softball teams in South Hampton Roads
272161	f5a9e306-1fc9-53c2-bdc6-4a1ace3fe8c9	2018-04-02		Rankings | The top 10 boys soccer teams in South Hampton Roads
272160	976e7e54-ac9f-5a34-9bef-f3bac4f55f34	2018-04-02		Rankings | The top 10 girls soccer teams in South Hampton Roads
272157	e5decfb4-1cc5-52f8-ac1e-332257d8b7a0	2018-04-05	2018-04-17	Is your startup ready for the Inside Business spotlight?
271960	098e42bc-368f-11e8-a40a-03507fc5b471	2018-04-02	2018-04-09	Softball statistical leaders
271948	fe997d65-9969-5b4a-8cf6-8846943c7488	2018-04-02	2018-04-09	Rankings | Top 10 baseball teams in South Hampton Roads
271830	fa8c30e6-b8e4-5009-b6c3-a15a3ccc3ec7	2018-03-26	2018-04-03	Rankings: Top 10 softball teams in South Hampton Roads
271829	f5a9e306-1fc9-53c2-bdc6-4a1ace3fe8c9	2018-03-26		Rankings | The top 10 boys soccer teams in South Hampton Roads
271828	976e7e54-ac9f-5a34-9bef-f3bac4f55f34	2018-03-26		Rankings | The top 10 girls soccer teams in South Hampton Roads
271677	505128ac-32c2-11e8-a98e-930a1c7bf460	2018-03-28	2018-04-06	Business Notes for the week of April 9
271552	1e611daa-2626-11e8-af99-8f325649c40a	2018-03-19	2018-03-26	Business Notes for the week of March 26
271468	d82653bc-2799-11e8-84e3-a352657e76c8	2018-03-21	2018-03-23	ivWatch is anchor tenant at Tech Center Research Park in Newport News
271337	976e7e54-ac9f-5a34-9bef-f3bac4f55f34	2018-03-20	2018-03-20	Rankings | The top 10 girls soccer teams in South Hampton Roads
271336	f5a9e306-1fc9-53c2-bdc6-4a1ace3fe8c9	2018-03-20	2018-03-20	Rankings | The top 10 boys soccer teams in South Hampton Roads
271170	fe997d65-9969-5b4a-8cf6-8846943c7488	2018-03-19	2018-03-26	Rankings: Top 10 baseball teams in South Hampton Roads
271168	fa8c30e6-b8e4-5009-b6c3-a15a3ccc3ec7	2018-03-19	2018-03-26	Rankings: Top 10 softball teams in South Hampton Roads
271072	d82653bc-2799-11e8-84e3-a352657e76c8	2018-03-14	2018-03-23	ivWatch is anchor tenant in at Tech Center Research Park in Newport News
271070	c3e0df36-66b9-5106-94b7-0d2e2d78c9d3	2018-03-14	2018-03-19	Business Notes for the week of March 19
271015	1e611daa-2626-11e8-af99-8f325649c40a	2018-03-12	2018-03-16	Business Notes for the week of March 26
270771	40c17e35-0e14-5091-8159-d7e1fac11076	2018-03-09	2018-03-12	Business Notes for the week of March 12
270725	c3e0df36-66b9-5106-94b7-0d2e2d78c9d3	2018-03-07	2018-03-13	Business Notes for the week of March 19
270399	08cf5409-52c9-59e7-a9ba-a46f6506ffb6	2018-03-03	2018-03-06	Live scoreboard: High school basketball
270389	c80dde44-8e33-5675-9f2f-cbabb9676529	2018-03-01	2018-03-02	Business Notes for the week of March 5
270387	40c17e35-0e14-5091-8159-d7e1fac11076	2018-02-27	2018-03-02	Business Notes for the week of March 12
270088	221ed6b6-6c5e-558f-9054-2f1edd98c4b7	2018-02-23	2018-02-23	Business Notes for the week of Feb. 26
269987	c80dde44-8e33-5675-9f2f-cbabb9676529	2018-02-20	2018-02-28	Business Notes for the week of March 5
269908	f8d66127-6483-53b5-9e15-607ad5e0c21e	2018-02-20		Final Top 10 boys basketball teams in South Hampton Roads
269826	08cf5409-52c9-59e7-a9ba-a46f6506ffb6	2018-02-21	2018-02-23	Live scoreboard: High school basketball
269808	60840b9a-fd7b-56dd-9f9c-10fbbcebddff	2018-02-19	2018-02-19	Final Top 10 girls basketball teams in South Hampton Roads
269796	3c663dcb-0566-50d8-b594-70ad0402647c	2018-02-14	2018-02-16	Data for the week of Feb. 19
269530	b3ee844c-5677-5d64-aba1-2208c34e32ec	2018-02-15	2018-02-21	All the mass school shootings in the U.S. since Columbine: A timeline
269505	221ed6b6-6c5e-558f-9054-2f1edd98c4b7	2018-02-12	2018-02-16	Data for the week of Feb. 26
269334	32ca187a-be49-54dc-a1e7-fd22d3019aab	2018-02-05	2018-02-08	Wrestling | Region and state tournament results and schedules
269240	3c663dcb-0566-50d8-b594-70ad0402647c	2018-02-07	2018-02-16	Data for the week of Feb. 19
269205	f723ce13-b4de-5b29-9ea1-f439959df952	2018-02-07		Top 10 wrestling teams in South Hampton Roads
269204	ea904442-40a1-5c71-8b73-07054ef6aef9	2018-02-04	2018-02-05	Public Records for week of Feb. 5
269203	60840b9a-fd7b-56dd-9f9c-10fbbcebddff	2018-02-06	2018-02-12	Top 10 girls basketball teams in South Hampton Roads
269202	f8d66127-6483-53b5-9e15-607ad5e0c21e	2018-02-06		Top 10 boys basketball teams in South Hampton Roads
269137	a5fff7ec-089f-5c29-898a-5e55c415fc88	2018-02-07	2018-02-08	Signing Day: Where football players in the Class of 2018 are headed
269067	46a8198e-1653-5bb8-b992-8bb4dd5c67c1	2018-02-01	2018-02-07	Red wolves may be going extinct in the wild – again
268966	0d030c00-ce1d-57fc-a20f-7cad3456f8aa	2018-01-28	2018-02-05	Data for the week of Feb. 5
268934	32ca187a-be49-54dc-a1e7-fd22d3019aab	2018-02-01	2018-02-08	Wrestling | Region and state tournament schedules
268894	2f597328-3104-587d-8180-5a17fc2576f4	2018-02-02	2018-02-07	Tickets available for Virginia Beach bridal show
268833	f723ce13-b4de-5b29-9ea1-f439959df952	2018-01-31		Top 10 wrestling teams in South Hampton Roads
268752	ea904442-40a1-5c71-8b73-07054ef6aef9	2018-01-29	2018-02-05	Public Records for week of Feb. 5
268719	60840b9a-fd7b-56dd-9f9c-10fbbcebddff	2018-01-30		Top 10 girls basketball teams in South Hampton Roads
268718	f8d66127-6483-53b5-9e15-607ad5e0c21e	2018-01-30		Top 10 boys basketball teams in South Hampton Roads
268681	e5decfb4-1cc5-52f8-ac1e-332257d8b7a0	2018-01-24	2018-01-31	Is your startup ready for the Inside Business spotlight?
268679	0fdbf51c-9ab6-523b-9865-321a096b81d5	2018-01-26	2018-01-26	High school update | Friday's scores and highlights, Saturday's schedule
268678	44eddfe3-68da-5109-a6cd-adbbdea3a86d	2018-01-26	2018-01-27	A quintet of third-period goals powers Admirals to third straight win
268677	6fa0422c-53f6-5948-8b88-fa822ca0f21c	2018-01-27		Hits and misses: Teens need to put down phones and get outside
268676	b6f5bbd5-d2a2-5594-8915-b5fb33fb3f80	2018-01-27		Letter: The question of art
268675	ec739f42-860a-5e52-83e4-bd4943bc950d	2018-01-27		Barry DuVal: Virginia needs energy that's safe, reliable, competitively priced
268674	1408de9e-a721-5133-89c1-92bd3288cc8e	2018-01-27		Letter: No money for more Medicaid
268673	a0d64b53-21cb-50ec-8c61-f2181a356f91	2018-01-27		Letter: Walt Taylor's great work
268672	b43428d2-9ec7-5458-9f99-d4d8e8ea2bff	2018-01-27		Letter: HOT lanes are no good in Norfolk
268671	91c9a525-5763-5302-bbb5-2ad3345fef27	2018-01-27		Letter: Let "love locks" be
268670	875cf897-8011-5b76-a924-6c09374ab5f5	2018-01-27		Letter: Another vote for openness
268669	2eb77f34-8abe-5c68-abeb-851c1dfdec1c	2018-01-27		Letter: Change moms' program
268668	bbe70ada-ac53-529f-a6e4-cde722fce4e5	2018-01-27		Gardening Q & A: Sweet potatoes not propagated same as potatoes. Here's how to to do it.
268667	7a4f6960-769b-53d9-8c70-e33e4f259560	2018-01-27		Lecture opened up an appreciation for the artistic view of a snowy landscape
268666	d9dc8600-684e-5e6e-83af-c905c6f6f061	2018-01-27		Examine the resale package before condo love at first sight
268665	acdc1321-1452-5f9d-931b-fce0d2362193	2018-01-27		Five upfront fees every homebuyer should understand
268664	33d855a7-240c-5ea8-af8a-42ceab67f35b	2018-01-27	2018-01-28	Developer Dan Hoffler sells part of sprawling Eastern Shore estate for $3 million
268663	b16dc9bc-9d91-5008-bec4-1c46903b8cdb	2018-01-27	2018-01-27	This flu season is on track to be one of the worst in 15 years
268662	b0837e82-6680-5432-8adb-d788e3cbdbb7	2018-01-27	2018-01-28	High school environmentalist raises money to plant trees in Virginia Beach and Haiti
268661	a32fb35f-b433-5cdf-a89e-4c80272cef98	2018-01-27		Justice Ruth Bader Ginsburg, 84, signals she won't retire anytime soon
268660	0e43d501-3013-5aac-830d-4113be8c1c83	2018-01-27	2018-01-29	Reclaiming The Cavalier: Saving the old, leaky pool was not an option. So how did they build a new one?
268659	8b752e49-e37e-58e4-b0c3-8b36f6acef0f	2018-01-27		Correction- print only
268658	8efba87e-3bf5-5636-94f9-830912142a0b	2018-01-27		From grandma's expired pills to your kid's stash: 4 things you may not know about Virginia Beach's drug take-back program
268657	b5031f7f-d6f5-5963-81cb-0623f2240a76	2018-01-27	2018-01-27	Target store in Norfolk evacuated after threats of bomb, person with gun
268656	abd1409a-1723-514f-92c2-526a75697552	2018-01-27	2018-01-31	2 Virginia Beach students arrested on school property, face weapon charges
268655	72b2eeca-aaab-54c8-92e4-3d2cc8a17514	2018-01-27	2018-01-27	Steve Wynn resigns as RNC finance chairman amid sexual misconduct allegations
268654	27ae0db6-7b40-500f-b4eb-0976cbee81cf	2018-01-27	2018-01-27	Mulch fire in Virginia Beach under control, crews still on scene
268653	395b39c2-b35a-5284-80af-273265a85751	2018-01-27	2018-01-27	No. 2 Virginia takes down No. 4 Duke at Cameron for first time since 1995
268652	c35ad91e-8f1b-52a8-899d-79a217662141	2018-01-27	2018-01-27	Sports update | Saturday's local results
268651	cd1dee77-e525-54f4-a89d-7a663ebf94eb	2018-01-27	2018-01-27	Virginia Wesleyan men rout Lynchburg, win 2nd straight
268650	4f4dde16-23bb-5bc9-935b-602dd01149f5	2018-01-27		Mulch fire in Virginia Beach under control, crews still on scene
268649	c226b8c9-dff1-5070-bd48-69737f70e558	2018-01-27	2018-01-27	Virginia Wesleyan women shut down Hollins for 5th straight win
268648	f00f0474-3a3a-56bb-9bfc-39e17ccd0a5d	2018-01-27	2018-01-29	MoMac Brewing brings new winter market to Portsmouth
268647	12183438-fa3b-53f8-81ec-d66a4712630c	2018-01-27	2018-01-27	Norfolk State women can't catch up to Bethune-Cookman, suffer first league loss
268646	075f9869-bbf5-5c4b-b32f-0fb3ee06b7e4	2018-01-27	2018-01-29	Second-ranked U.Va. downs No. 4 Duke on road
268645	c0ccfd82-f1f8-5881-a75a-0b08e2d2e798	2018-01-27	2018-01-28	Comment: Stop it with "Virginia wins ugly." The truth is, Cavs can win it all.
268644	18a6be4b-bfd7-5f91-b1e2-c0c2c7182016	2018-01-27	2018-01-27	Admirals go cold as Atlanta snaps streak
268643	0d814fb7-b59e-5f97-b1ce-e6960a5f604a	2018-01-27	2018-01-27	Steven Whitley beats buzzer, Bethune-Cookman with last-second layup
268642	62c100d9-e50f-5cc2-8ad5-0310765cece8	2018-01-27	2018-01-27	High schools | Saturday's scores and highlights
268641	856288b4-33b7-5eac-a0ff-9d673579d642	2018-01-27	2018-01-27	Saturday's roundup | Fifth-ranked Oscar Smith stunned at Va. Preps Classic
268640	750ac11c-0c67-572e-8220-8b0afe9dd0c3	2018-01-28		Letter: Explore offshore drilling
268639	9cd5fb74-7d11-555e-8367-c16db559b745	2018-01-28		Bill Crow: Workforce development funding essential for economy, national security
268638	396122db-4bee-5bd6-b15e-d2fcb9ca4628	2018-01-28		Letter: More reasons for legal pot
268637	6038ce78-68d3-5740-8d5f-e5836a364e93	2018-01-28		Letter: National parks need more money
268523	0fdbf51c-9ab6-523b-9865-321a096b81d5	2018-01-26	2018-01-26	High school update | Friday's scores and highlights, Saturday's schedule
268522	44eddfe3-68da-5109-a6cd-adbbdea3a86d	2018-01-26	2018-01-27	A quintet of third-period goals powers Admirals to third straight win
268521	6fa0422c-53f6-5948-8b88-fa822ca0f21c	2018-01-27		Hits and misses: Teens need to put down phones and get outside
268520	b6f5bbd5-d2a2-5594-8915-b5fb33fb3f80	2018-01-27		Letter: The question of art
268519	ec739f42-860a-5e52-83e4-bd4943bc950d	2018-01-27		Barry DuVal: Virginia needs energy that's safe, reliable, competitively priced
268518	1408de9e-a721-5133-89c1-92bd3288cc8e	2018-01-27		Letter: No money for more Medicaid
268517	a0d64b53-21cb-50ec-8c61-f2181a356f91	2018-01-27		Letter: Walt Taylor's great work
268516	b43428d2-9ec7-5458-9f99-d4d8e8ea2bff	2018-01-27		Letter: HOT lanes are no good in Norfolk
268515	91c9a525-5763-5302-bbb5-2ad3345fef27	2018-01-27		Letter: Let "love locks" be
268514	875cf897-8011-5b76-a924-6c09374ab5f5	2018-01-27		Letter: Another vote for openness
268513	2eb77f34-8abe-5c68-abeb-851c1dfdec1c	2018-01-27		Letter: Change moms' program
268512	bbe70ada-ac53-529f-a6e4-cde722fce4e5	2018-01-27		Gardening Q & A: Sweet potatoes not propagated same as potatoes. Here's how to to do it.
268511	7a4f6960-769b-53d9-8c70-e33e4f259560	2018-01-27		Lecture opened up an appreciation for the artistic view of a snowy landscape
268510	d9dc8600-684e-5e6e-83af-c905c6f6f061	2018-01-27		Examine the resale package before condo love at first sight
268509	acdc1321-1452-5f9d-931b-fce0d2362193	2018-01-27		Five upfront fees every homebuyer should understand
268508	33d855a7-240c-5ea8-af8a-42ceab67f35b	2018-01-27	2018-01-28	Developer Dan Hoffler sells part of sprawling Eastern Shore estate for $3 million
268507	b16dc9bc-9d91-5008-bec4-1c46903b8cdb	2018-01-27	2018-01-27	This flu season is on track to be one of the worst in 15 years
268506	b0837e82-6680-5432-8adb-d788e3cbdbb7	2018-01-27	2018-01-28	High school environmentalist raises money to plant trees in Virginia Beach and Haiti
268505	a32fb35f-b433-5cdf-a89e-4c80272cef98	2018-01-27		Justice Ruth Bader Ginsburg, 84, signals she won't retire anytime soon
268504	0e43d501-3013-5aac-830d-4113be8c1c83	2018-01-27	2018-01-29	Reclaiming The Cavalier: Saving the old, leaky pool was not an option. So how did they build a new one?
268503	8b752e49-e37e-58e4-b0c3-8b36f6acef0f	2018-01-27		Correction- print only
268502	8efba87e-3bf5-5636-94f9-830912142a0b	2018-01-27		From grandma's expired pills to your kid's stash: 4 things you may not know about Virginia Beach's drug take-back program
268501	b5031f7f-d6f5-5963-81cb-0623f2240a76	2018-01-27	2018-01-27	Target store in Norfolk evacuated after threats of bomb, person with gun
268500	abd1409a-1723-514f-92c2-526a75697552	2018-01-27	2018-01-29	2 Virginia Beach students arrested on school property, face weapon charges
268499	72b2eeca-aaab-54c8-92e4-3d2cc8a17514	2018-01-27	2018-01-27	Steve Wynn resigns as RNC finance chairman amid sexual misconduct allegations
268498	27ae0db6-7b40-500f-b4eb-0976cbee81cf	2018-01-27	2018-01-27	Mulch fire in Virginia Beach under control, crews still on scene
268497	395b39c2-b35a-5284-80af-273265a85751	2018-01-27	2018-01-27	No. 2 Virginia takes down No. 4 Duke at Cameron for first time since 1995
268496	c35ad91e-8f1b-52a8-899d-79a217662141	2018-01-27	2018-01-27	Sports update | Saturday's local results
268495	cd1dee77-e525-54f4-a89d-7a663ebf94eb	2018-01-27	2018-01-27	Virginia Wesleyan men rout Lynchburg, win 2nd straight
268494	4f4dde16-23bb-5bc9-935b-602dd01149f5	2018-01-27		Mulch fire in Virginia Beach under control, crews still on scene
268493	c226b8c9-dff1-5070-bd48-69737f70e558	2018-01-27	2018-01-27	Virginia Wesleyan women shut down Hollins for 5th straight win
268492	f00f0474-3a3a-56bb-9bfc-39e17ccd0a5d	2018-01-27	2018-01-29	MoMac Brewing brings new winter market to Portsmouth
268491	12183438-fa3b-53f8-81ec-d66a4712630c	2018-01-27	2018-01-27	Norfolk State women can't catch up to Bethune-Cookman, suffer first league loss
268490	075f9869-bbf5-5c4b-b32f-0fb3ee06b7e4	2018-01-27	2018-01-29	Second-ranked U.Va. downs No. 4 Duke on road
268489	c0ccfd82-f1f8-5881-a75a-0b08e2d2e798	2018-01-27	2018-01-28	Comment: Stop it with "Virginia wins ugly." The truth is, Cavs can win it all.
268488	18a6be4b-bfd7-5f91-b1e2-c0c2c7182016	2018-01-27	2018-01-27	Admirals go cold as Atlanta snaps streak
268487	0d814fb7-b59e-5f97-b1ce-e6960a5f604a	2018-01-27	2018-01-27	Steven Whitley beats buzzer, Bethune-Cookman with last-second layup
268486	62c100d9-e50f-5cc2-8ad5-0310765cece8	2018-01-27	2018-01-27	High schools | Saturday's scores and highlights
268485	856288b4-33b7-5eac-a0ff-9d673579d642	2018-01-27	2018-01-27	Saturday's roundup | Fifth-ranked Oscar Smith stunned at Va. Preps Classic
268483	750ac11c-0c67-572e-8220-8b0afe9dd0c3	2018-01-28		Letter: Explore offshore drilling
